barangay_id,barangay_name,crop_id,crop_name,year,season,total_yield,total_area_planted_ha,yield_per_hectare,avg_price_per_kg,expected_revenue
20,San Pablo,2,Tomato,2021,wet,101.53,13.48,7.53,53.031666666666666,399.32845000000003
20,San Pablo,3,Corn,2021,wet,110.37,20.19,5.47,26.55,145.2285
20,San Pablo,3,Corn,2021,dry,20.4,3.86,5.28,17.98,94.93440000000001
20,San Pablo,4,Onion,2021,dry,58.24,15.74,3.7,54.32833333333333,201.01483333333334
20,San Pablo,4,Onion,2021,wet,55.92,9.19,6.08,48.5,294.88
20,San Pablo,5,Eggplant,2021,wet,67.89,10.77,6.3,39.428333333333335,248.3985
20,San Pablo,5,Eggplant,2021,dry,40.92,8.86,4.62,38.39,177.36180000000002
21,San Pedro,1,Rice,2021,dry,121.36,19.96,6.08,35.56166666666667,216.21493333333333
21,San Pedro,1,Rice,2021,wet,39.63,6.74,5.88,30.12,177.1056
21,San Pedro,2,Tomato,2021,wet,44.73,15.09,2.96,46.61666666666667,137.98533333333333
21,San Pedro,2,Tomato,2021,dry,30.79,8.06,3.82,38.085,145.4847
21,San Pedro,3,Corn,2021,wet,41.32,6.18,6.69,19.471666666666668,130.26545000000002
21,San Pedro,3,Corn,2021,dry,77.64,17.39,4.46,26.868333333333332,119.83276666666666
21,San Pedro,4,Onion,2021,wet,38.06,5.69,6.69,45.126666666666665,301.8974
21,San Pedro,4,Onion,2021,dry,92.8,16.48,5.63,43.885,247.07254999999998
21,San Pedro,5,Eggplant,2021,dry,17.57,3.79,4.64,36.72666666666667,170.41173333333333
21,San Pedro,5,Eggplant,2021,wet,62.39,14.5,4.3,44.858333333333334,192.89083333333332
22,San Rafael (Duck Island),1,Rice,2021,wet,116.19,18.5,6.28,32.25333333333333,202.55093333333332
22,San Rafael (Duck Island),1,Rice,2021,dry,54.01,12.84,4.21,26.51,111.6071
22,San Rafael (Duck Island),2,Tomato,2021,wet,37.13,9.89,3.75,37.24,139.65
22,San Rafael (Duck Island),2,Tomato,2021,dry,31.42,8.14,3.86,39.33,151.8138
22,San Rafael (Duck Island),3,Corn,2021,dry,52.12,8.51,6.12,29.463333333333335,180.31560000000002
22,San Rafael (Duck Island),3,Corn,2021,wet,130.17,19.66,6.62,23.913333333333334,158.3062666666667
22,San Rafael (Duck Island),4,Onion,2021,dry,17.43,6.05,2.88,48.295,139.0896
22,San Rafael (Duck Island),4,Onion,2021,wet,62.89,16.4,3.83,54.151666666666664,207.40088333333333
22,San Rafael (Duck Island),5,Eggplant,2021,wet,24.9,4.41,5.65,50.80166666666667,287.0294166666667
22,San Rafael (Duck Island),5,Eggplant,2021,dry,90.65,21.31,4.25,51.31166666666667,218.07458333333335
23,San Roque,1,Rice,2021,wet,65.64,14.55,4.51,29.388333333333332,132.54138333333333
23,San Roque,1,Rice,2021,dry,42.85,6.98,6.14,32.43,199.12019999999998
23,San Roque,2,Tomato,2021,wet,66.12,16.41,4.03,59.376666666666665,239.28796666666668
23,San Roque,2,Tomato,2021,dry,47.96,9.97,4.81,39.57333333333333,190.3477333333333
23,San Roque,3,Corn,2021,wet,59.8,15.85,3.77,24.781666666666666,93.42688333333334
23,San Roque,3,Corn,2021,dry,76.03,12.57,6.05,23.373333333333335,141.40866666666668
23,San Roque,4,Onion,2021,wet,47.73,10.91,4.37,50.00333333333333,218.51456666666667
23,San Roque,4,Onion,2021,dry,34.17,8.46,4.04,49.54333333333334,200.15506666666667
23,San Roque,5,Eggplant,2021,wet,26.45,11.12,2.38,35.166666666666664,83.69666666666666
23,San Roque,5,Eggplant,2021,dry,68.7,16.99,4.04,49.75666666666667,201.01693333333333
24,San Vicente (Ibus),1,Rice,2021,wet,132.83,18.38,7.23,32.181666666666665,232.67345
24,San Vicente (Ibus),1,Rice,2021,dry,63.6,9.07,7.01,34.96666666666667,245.11633333333333
24,San Vicente (Ibus),2,Tomato,2021,wet,90.05,17.1,5.27,37.71,198.7317
24,San Vicente (Ibus),2,Tomato,2021,dry,37.4,6.3,5.94,47.945,284.79330000000004
24,San Vicente (Ibus),3,Corn,2021,dry,40.1,7.1,5.65,22.283333333333335,125.90083333333335
24,San Vicente (Ibus),3,Corn,2021,wet,80.37,13.5,5.95,25.025,148.89875
24,San Vicente (Ibus),4,Onion,2021,dry,16.56,3.55,4.66,44.913333333333334,209.29613333333333
24,San Vicente (Ibus),4,Onion,2021,wet,52.88,10.56,5.01,41.0,205.41
24,San Vicente (Ibus),5,Eggplant,2021,wet,127.34,20.76,6.13,25.64666666666667,157.21406666666667
24,San Vicente (Ibus),5,Eggplant,2021,dry,42.13,8.64,4.88,49.54833333333333,241.79586666666665
25,San Juan,1,Rice,2021,wet,67.09,10.84,6.19,32.625,201.94875000000002
25,San Juan,1,Rice,2021,dry,143.45,21.82,6.57,31.486666666666668,206.86740000000003
25,San Juan,2,Tomato,2021,dry,81.92,16.12,5.08,41.62166666666667,211.43806666666669
25,San Juan,2,Tomato,2021,wet,127.45,19.05,6.69,47.50666666666667,317.81960000000004
25,San Juan,3,Corn,2021,dry,63.27,8.84,7.16,28.538333333333334,204.33446666666669
25,San Juan,3,Corn,2021,wet,60.98,11.13,5.48,29.15,159.74200000000002
25,San Juan,4,Onion,2021,dry,162.47,20.18,8.05,40.79,328.3595
25,San Juan,4,Onion,2021,wet,65.03,17.39,3.74,48.065,179.7631
25,San Juan,5,Eggplant,2021,wet,85.69,11.25,7.62,44.25666666666667,337.23580000000004
25,San Juan,5,Eggplant,2021,dry,95.16,18.47,5.15,40.278333333333336,207.4334166666667
26,Santa Filomena (Pob.),1,Rice,2021,wet,86.84,15.11,5.75,31.57,181.5275
26,Santa Filomena (Pob.),1,Rice,2021,dry,89.39,13.5,6.62,30.493333333333332,201.86586666666668
26,Santa Filomena (Pob.),2,Tomato,2021,wet,79.31,14.25,5.57,43.15,240.34550000000002
26,Santa Filomena (Pob.),2,Tomato,2021,dry,24.09,7.08,3.4,40.8,138.72
26,Santa Filomena (Pob.),3,Corn,2021,dry,26.67,8.14,3.28,25.27,82.8856
26,Santa Filomena (Pob.),3,Corn,2021,wet,98.89,18.78,5.27,26.583333333333332,140.09416666666664
26,Santa Filomena (Pob.),4,Onion,2021,dry,128.89,18.74,6.88,56.28666666666667,387.2522666666667
26,Santa Filomena (Pob.),4,Onion,2021,wet,76.41,15.99,4.78,42.913333333333334,205.12573333333336
26,Santa Filomena (Pob.),5,Eggplant,2021,wet,78.14,11.26,6.94,46.93666666666667,325.7404666666667
26,Santa Filomena (Pob.),5,Eggplant,2021,dry,43.53,5.95,7.32,44.42166666666667,325.1666
27,Santa Ines,1,Rice,2021,wet,48.01,7.02,6.84,36.31666666666667,248.406
27,Santa Ines,1,Rice,2021,dry,80.72,18.03,4.48,37.01,165.8048
27,Santa Ines,2,Tomato,2021,wet,63.65,10.74,5.93,46.36833333333333,274.96421666666663
27,Santa Ines,2,Tomato,2021,dry,49.78,14.27,3.49,48.07666666666667,167.7875666666667
27,Santa Ines,3,Corn,2021,dry,23.45,4.95,4.74,27.283333333333335,129.323
27,Santa Ines,3,Corn,2021,wet,79.55,17.54,4.54,27.301666666666666,123.94956666666667
27,Santa Ines,4,Onion,2021,wet,36.6,13.35,2.74,51.93833333333333,142.31103333333334
27,Santa Ines,4,Onion,2021,dry,85.57,20.29,4.22,38.66166666666667,163.15223333333333
27,Santa Ines,5,Eggplant,2021,wet,46.01,17.42,2.64,39.361666666666665,103.9148
27,Santa Ines,5,Eggplant,2021,dry,20.01,6.09,3.29,46.3,152.327
28,Santa Ursula,1,Rice,2021,dry,80.56,13.96,5.77,33.92333333333333,195.73763333333332
28,Santa Ursula,1,Rice,2021,wet,110.36,18.46,5.98,35.12833333333333,210.06743333333333
28,Santa Ursula,2,Tomato,2021,dry,61.75,9.49,6.51,55.155,359.05905
28,Santa Ursula,2,Tomato,2021,wet,40.23,14.01,2.87,45.766666666666666,131.35033333333334
28,Santa Ursula,3,Corn,2021,dry,24.14,7.45,3.24,22.023333333333333,71.35560000000001
28,Santa Ursula,3,Corn,2021,wet,17.13,4.09,4.19,27.75,116.27250000000001
28,Santa Ursula,4,Onion,2021,wet,42.02,6.67,6.3,47.538333333333334,299.4915
28,Santa Ursula,4,Onion,2021,dry,67.81,14.76,4.59,52.78333333333333,242.2755
28,Santa Ursula,5,Eggplant,2021,wet,93.91,18.75,5.01,48.41166666666667,242.54245
28,Santa Ursula,5,Eggplant,2021,dry,36.56,11.75,3.11,42.89,133.3879
29,Santo Cristo,1,Rice,2021,dry,32.11,4.78,6.72,38.9,261.40799999999996
29,Santo Cristo,1,Rice,2021,wet,154.3,21.71,7.11,35.013333333333335,248.94480000000001
29,Santo Cristo,2,Tomato,2021,wet,40.94,8.71,4.7,45.748333333333335,215.01716666666667
29,Santo Cristo,2,Tomato,2021,dry,35.8,8.78,4.08,39.28666666666667,160.2896
29,Santo Cristo,3,Corn,2021,dry,53.57,14.48,3.7,24.886666666666667,92.08066666666667
29,Santo Cristo,3,Corn,2021,wet,70.09,21.59,3.25,26.401666666666667,85.80541666666667
29,Santo Cristo,4,Onion,2021,wet,79.73,19.46,4.1,51.303333333333335,210.34366666666665
29,Santo Cristo,4,Onion,2021,dry,119.23,20.97,5.69,57.195,325.43955
